                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.3327,                 1.0312,                 1.0755,                0.70743,                0.39351,                 0.4406,                0.26629,                 1.2325,                0.90842,                 1.0379,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.3299,                 1.0275,                 1.0751,                0.70832,                0.39391,                0.44102,                 0.2667,                 1.2321,                0.90791,                 1.0377,              0.0085348,              0.0085348,              0.0085348
                    151,                 1.3333,                 1.0287,                 1.0751,                0.70665,                0.39639,                0.44183,                0.26724,                  1.232,                0.90767,                 1.0378,              0.0085249,              0.0085249,              0.0085249
                    152,                 1.3313,                 1.0291,                 1.0733,                0.71139,                0.39479,                0.44143,                0.26675,                  1.232,                0.90738,                 1.0375,               0.008515,               0.008515,               0.008515
                    153,                 1.3288,                 1.0251,                 1.0716,                0.71128,                0.39425,                0.44129,                0.26691,                  1.232,                0.90724,                 1.0374,              0.0085051,              0.0085051,              0.0085051
                    154,                 1.3347,                 1.0297,                  1.074,                0.70915,                0.39561,                 0.4417,                0.26717,                 1.2318,                0.90699,                 1.0374,              0.0084952,              0.0084952,              0.0084952
                    155,                 1.3299,                 1.0271,                 1.0737,                0.71156,                 0.3942,                0.44168,                0.26621,                 1.2316,                0.90688,                 1.0372,              0.0084853,              0.0084853,              0.0084853
                    156,                 1.3317,                 1.0277,                 1.0733,                0.71668,                0.39249,                0.44142,                0.26693,                 1.2314,                0.90682,                 1.0371,              0.0084754,              0.0084754,              0.0084754
                    157,                 1.3302,                 1.0261,                 1.0736,                0.71797,                0.39279,                0.44186,                0.26645,                  1.231,                0.90689,                  1.037,              0.0084655,              0.0084655,              0.0084655
                    158,                 1.3301,                 1.0244,                 1.0727,                0.71623,                0.39353,                0.44269,                 0.2671,                 1.2309,                0.90696,                 1.0368,              0.0084556,              0.0084556,              0.0084556
                    159,                 1.3292,                 1.0256,                 1.0731,                0.71579,                0.39287,                 0.4431,                0.26677,                 1.2305,                 0.9067,                 1.0366,              0.0084457,              0.0084457,              0.0084457
                    160,                 1.3288,                 1.0247,                 1.0723,                 0.7128,                0.39399,                0.44305,                0.26691,                 1.2304,                0.90657,                 1.0366,              0.0084358,              0.0084358,              0.0084358
                    161,                 1.3291,                 1.0226,                 1.0725,                0.71596,                0.39321,                0.44289,                0.26662,                 1.2301,                0.90639,                 1.0364,              0.0084259,              0.0084259,              0.0084259
                    162,                 1.3308,                  1.027,                 1.0729,                0.71872,                0.39133,                 0.4428,                0.26725,                 1.2297,                0.90585,                 1.0362,               0.008416,               0.008416,               0.008416
                    163,                 1.3289,                  1.025,                 1.0711,                0.72195,                0.39121,                0.44346,                0.26818,                 1.2294,                 0.9056,                 1.0359,              0.0084061,              0.0084061,              0.0084061
                    164,                 1.3269,                  1.021,                 1.0721,                0.72219,                0.38983,                0.44345,                0.26826,                 1.2293,                0.90537,                 1.0357,              0.0083962,              0.0083962,              0.0083962
                    165,                  1.328,                 1.0233,                 1.0716,                0.72225,                0.38942,                0.44388,                0.26845,                 1.2293,                0.90527,                 1.0356,              0.0083863,              0.0083863,              0.0083863
                    166,                 1.3262,                 1.0216,                 1.0713,                0.72116,                0.39025,                0.44364,                0.26874,                  1.229,                0.90526,                 1.0356,              0.0083764,              0.0083764,              0.0083764
                    167,                 1.3308,                 1.0259,                 1.0721,                0.72239,                0.39018,                 0.4438,                0.26885,                 1.2288,                0.90496,                 1.0355,              0.0083665,              0.0083665,              0.0083665
                    168,                 1.3264,                 1.0206,                 1.0699,                0.72127,                0.39112,                0.44438,                0.26915,                 1.2288,                0.90481,                 1.0354,              0.0083566,              0.0083566,              0.0083566
                    169,                 1.3313,                 1.0256,                 1.0726,                0.72463,                0.38989,                0.44458,                0.26888,                 1.2286,                0.90449,                 1.0352,              0.0083467,              0.0083467,              0.0083467
                    170,                 1.3293,                 1.0223,                 1.0713,                0.72341,                0.39032,                0.44488,                0.26848,                 1.2282,                0.90433,                  1.035,              0.0083368,              0.0083368,              0.0083368
                    171,                 1.3279,                 1.0206,                 1.0722,                0.71862,                0.39172,                0.44515,                0.26844,                 1.2282,                0.90389,                 1.0349,              0.0083269,              0.0083269,              0.0083269
                    172,                 1.3266,                 1.0227,                 1.0709,                0.72279,                0.39006,                0.44556,                0.26875,                  1.228,                0.90384,                 1.0348,               0.008317,               0.008317,               0.008317
                    173,                 1.3278,                 1.0215,                 1.0718,                0.72364,                0.39049,                0.44536,                0.26858,                 1.2277,                0.90367,                 1.0346,              0.0083071,              0.0083071,              0.0083071
                    174,                  1.326,                  1.023,                 1.0716,                0.72086,                0.39138,                  0.446,                0.26847,                 1.2278,                0.90363,                 1.0346,              0.0082972,              0.0082972,              0.0082972
                    175,                 1.3259,                 1.0196,                  1.071,                0.72613,                0.38835,                0.44514,                 0.2685,                 1.2276,                 0.9035,                 1.0344,              0.0082873,              0.0082873,              0.0082873
                    176,                 1.3285,                 1.0222,                 1.0712,                0.72543,                0.38826,                0.44475,                0.26843,                 1.2276,                0.90323,                 1.0344,              0.0082774,              0.0082774,              0.0082774
                    177,                 1.3251,                 1.0204,                 1.0697,                0.72447,                0.39115,                0.44504,                0.26866,                 1.2278,                0.90289,                 1.0343,              0.0082675,              0.0082675,              0.0082675
                    178,                 1.3254,                 1.0212,                 1.0711,                0.72293,                0.39105,                0.44514,                0.26848,                 1.2274,                0.90256,                 1.0342,              0.0082576,              0.0082576,              0.0082576
                    179,                 1.3245,                 1.0197,                 1.0716,                0.72506,                0.39066,                0.44549,                0.26897,                 1.2273,                0.90246,                 1.0341,              0.0082477,              0.0082477,              0.0082477
                    180,                 1.3255,                 1.0178,                 1.0704,                0.72367,                0.39065,                0.44619,                0.26967,                 1.2273,                0.90239,                  1.034,              0.0082378,              0.0082378,              0.0082378
                    181,                 1.3244,                 1.0205,                 1.0699,                0.72512,                0.39019,                0.44616,                 0.2697,                 1.2271,                0.90251,                 1.0339,              0.0082279,              0.0082279,              0.0082279
                    182,                 1.3223,                 1.0165,                 1.0694,                0.72741,                0.39009,                0.44609,                 0.2695,                 1.2269,                0.90226,                 1.0338,               0.008218,               0.008218,               0.008218
                    183,                  1.322,                 1.0168,                 1.0701,                0.72588,                0.39004,                0.44601,                0.26963,                 1.2271,                0.90208,                 1.0338,              0.0082081,              0.0082081,              0.0082081
                    184,                 1.3222,                  1.018,                 1.0695,                0.72828,                0.39018,                0.44594,                0.26945,                 1.2271,                0.90194,                 1.0337,              0.0081982,              0.0081982,              0.0081982
                    185,                 1.3247,                 1.0175,                 1.0688,                0.73082,                0.38872,                0.44652,                0.26993,                 1.2267,                0.90184,                 1.0337,              0.0081883,              0.0081883,              0.0081883
                    186,                 1.3226,                 1.0172,                 1.0702,                0.73256,                0.38864,                 0.4465,                0.26997,                 1.2267,                0.90167,                 1.0337,              0.0081784,              0.0081784,              0.0081784
                    187,                  1.326,                 1.0201,                 1.0707,                0.73017,                0.39026,                0.44676,                0.26989,                 1.2267,                0.90142,                 1.0337,              0.0081685,              0.0081685,              0.0081685
                    188,                 1.3249,                 1.0165,                 1.0695,                0.72812,                0.38774,                0.44552,                0.26888,                 1.2265,                0.90119,                 1.0336,              0.0081586,              0.0081586,              0.0081586
                    189,                 1.3255,                 1.0192,                   1.07,                0.72798,                0.38737,                0.44547,                0.26875,                 1.2265,                 0.9011,                 1.0336,              0.0081487,              0.0081487,              0.0081487
                    190,                 1.3251,                 1.0197,                 1.0702,                0.72274,                 0.3893,                0.44592,                0.26942,                 1.2267,                0.90117,                 1.0337,              0.0081388,              0.0081388,              0.0081388
                    191,                 1.3215,                 1.0158,                 1.0685,                0.72335,                0.38933,                0.44514,                0.26908,                 1.2264,                0.90099,                 1.0336,              0.0081289,              0.0081289,              0.0081289
                    192,                 1.3232,                 1.0188,                 1.0696,                 0.7259,                0.38935,                 0.4458,                0.26908,                 1.2263,                0.90122,                 1.0336,               0.008119,               0.008119,               0.008119
                    193,                 1.3222,                 1.0167,                 1.0694,                0.72629,                0.38769,                0.44629,                0.26952,                 1.2262,                0.90116,                 1.0335,              0.0081091,              0.0081091,              0.0081091
                    194,                 1.3253,                 1.0182,                 1.0694,                0.73218,                  0.385,                0.44614,                0.26932,                 1.2262,                0.90111,                 1.0334,              0.0080992,              0.0080992,              0.0080992
                    195,                 1.3231,                 1.0166,                 1.0702,                0.72875,                 0.3867,                0.44631,                0.26939,                 1.2261,                 0.9011,                 1.0334,              0.0080893,              0.0080893,              0.0080893
                    196,                 1.3216,                  1.015,                 1.0692,                0.72862,                0.38723,                0.44599,                0.26951,                  1.226,                0.90123,                 1.0334,              0.0080794,              0.0080794,              0.0080794
                    197,                 1.3225,                 1.0141,                 1.0676,                 0.7232,                0.38864,                0.44622,                 0.2694,                  1.226,                0.90123,                 1.0333,              0.0080695,              0.0080695,              0.0080695
                    198,                 1.3241,                 1.0138,                 1.0678,                0.71941,                0.38864,                0.44566,                0.26929,                 1.2261,                0.90111,                 1.0332,              0.0080596,              0.0080596,              0.0080596
                    199,                 1.3234,                 1.0153,                 1.0683,                0.72224,                0.38801,                0.44601,                0.26947,                 1.2258,                0.90071,                 1.0329,              0.0080497,              0.0080497,              0.0080497
                    200,                 1.3218,                 1.0154,                 1.0675,                0.72084,                 0.3883,                0.44641,                 0.2698,                 1.2259,                0.90072,                  1.033,              0.0080398,              0.0080398,              0.0080398
                    201,                 1.3226,                 1.0171,                 1.0688,                 0.7213,                0.39236,                0.44785,                0.27112,                  1.226,                0.90061,                  1.033,              0.0080299,              0.0080299,              0.0080299
                    202,                 1.3223,                 1.0151,                 1.0693,                0.72239,                 0.3921,                0.44772,                 0.2711,                 1.2259,                0.90042,                  1.033,                0.00802,                0.00802,                0.00802
                    203,                 1.3203,                 1.0149,                 1.0683,                0.72232,                0.39244,                0.44791,                0.27072,                 1.2257,                0.90035,                 1.0328,              0.0080101,              0.0080101,              0.0080101
                    204,                 1.3202,                 1.0148,                  1.069,                0.72154,                0.39197,                0.44789,                0.27095,                 1.2256,                0.90038,                 1.0328,              0.0080002,              0.0080002,              0.0080002
                    205,                 1.3206,                  1.014,                  1.068,                0.72228,                0.38503,                0.44714,                0.27032,                 1.2258,                0.90037,                 1.0328,              0.0079903,              0.0079903,              0.0079903
                    206,                 1.3205,                 1.0144,                 1.0677,                0.72107,                0.38648,                0.44753,                0.27054,                  1.226,                0.90027,                  1.033,              0.0079804,              0.0079804,              0.0079804
                    207,                 1.3238,                 1.0149,                 1.0704,                0.71975,                0.38698,                 0.4475,                0.27078,                 1.2259,                0.89998,                 1.0329,              0.0079705,              0.0079705,              0.0079705
                    208,                 1.3223,                  1.014,                 1.0681,                0.71642,                0.38788,                0.44745,                0.27087,                 1.2258,                0.89969,                  1.033,              0.0079606,              0.0079606,              0.0079606
                    209,                 1.3219,                 1.0126,                 1.0671,                0.71339,                0.38824,                0.44702,                 0.2698,                 1.2258,                0.89955,                  1.033,              0.0079507,              0.0079507,              0.0079507
                    210,                 1.3181,                 1.0108,                 1.0673,                0.71409,                0.38656,                0.44687,                0.26974,                 1.2259,                0.89958,                 1.0332,              0.0079408,              0.0079408,              0.0079408
                    211,                 1.3204,                 1.0126,                 1.0676,                0.70837,                0.38826,                0.44732,                0.26993,                 1.2258,                0.89926,                 1.0331,              0.0079309,              0.0079309,              0.0079309
                    212,                 1.3186,                 1.0122,                 1.0678,                0.71279,                0.38769,                0.44813,                0.27039,                 1.2259,                0.89912,                 1.0331,               0.007921,               0.007921,               0.007921
                    213,                 1.3185,                 1.0128,                 1.0664,                 0.7051,                0.39319,                 0.4491,                0.27077,                 1.2257,                0.89866,                  1.033,              0.0079111,              0.0079111,              0.0079111
                    214,                 1.3199,                 1.0142,                 1.0684,                0.70568,                0.39387,                0.44967,                0.27104,                 1.2258,                0.89839,                 1.0331,              0.0079012,              0.0079012,              0.0079012
                    215,                 1.3193,                 1.0114,                 1.0674,                0.70429,                0.39414,                0.44907,                0.27113,                 1.2258,                0.89814,                 1.0331,              0.0078913,              0.0078913,              0.0078913
                    216,                 1.3197,                 1.0108,                 1.0671,                0.70232,                0.39565,                0.44904,                0.27109,                  1.226,                0.89825,                 1.0332,              0.0078814,              0.0078814,              0.0078814
                    217,                  1.321,                  1.011,                 1.0676,                0.70566,                0.39593,                0.44853,                0.27134,                 1.2261,                0.89825,                 1.0332,              0.0078715,              0.0078715,              0.0078715
                    218,                 1.3194,                 1.0103,                 1.0667,                0.70677,                0.39656,                0.44798,                0.27067,                 1.2262,                0.89829,                 1.0332,              0.0078616,              0.0078616,              0.0078616
                    219,                 1.3218,                 1.0147,                 1.0687,                0.70756,                0.39685,                0.44775,                0.27082,                 1.2261,                0.89814,                 1.0332,              0.0078517,              0.0078517,              0.0078517
                    220,                 1.3176,                 1.0104,                 1.0656,                0.70824,                0.39726,                0.44756,                0.27068,                  1.226,                0.89795,                 1.0331,              0.0078418,              0.0078418,              0.0078418
                    221,                 1.3184,                 1.0103,                 1.0668,                0.70763,                 0.3978,                 0.4481,                0.27091,                 1.2259,                0.89801,                 1.0331,              0.0078319,              0.0078319,              0.0078319
                    222,                 1.3197,                 1.0097,                 1.0677,                0.70929,                0.39715,                0.44806,                0.27109,                 1.2258,                0.89783,                 1.0332,               0.007822,               0.007822,               0.007822
                    223,                 1.3202,                 1.0112,                 1.0674,                0.70969,                0.39584,                0.44809,                0.27117,                 1.2257,                0.89789,                 1.0332,              0.0078121,              0.0078121,              0.0078121
                    224,                 1.3164,                 1.0087,                 1.0661,                0.71255,                0.39539,                0.44765,                0.27103,                 1.2258,                0.89795,                 1.0332,              0.0078022,              0.0078022,              0.0078022
                    225,                 1.3201,                  1.011,                 1.0678,                0.71276,                0.39598,                0.44787,                0.27061,                  1.226,                0.89785,                 1.0331,              0.0077923,              0.0077923,              0.0077923
                    226,                 1.3196,                 1.0121,                 1.0659,                0.71509,                0.39445,                  0.448,                0.27064,                 1.2257,                0.89763,                 1.0329,              0.0077824,              0.0077824,              0.0077824
                    227,                 1.3187,                 1.0111,                 1.0677,                0.71637,                0.39449,                0.44812,                0.27087,                 1.2256,                0.89763,                 1.0329,              0.0077725,              0.0077725,              0.0077725
                    228,                 1.3192,                 1.0111,                  1.067,                0.71822,                 0.3941,                0.44869,                0.27122,                 1.2254,                0.89731,                 1.0327,              0.0077626,              0.0077626,              0.0077626
                    229,                 1.3181,                 1.0113,                 1.0677,                0.71587,                0.39201,                0.44827,                0.27081,                 1.2258,                0.89709,                 1.0328,              0.0077527,              0.0077527,              0.0077527
                    230,                 1.3177,                 1.0105,                 1.0676,                0.71595,                0.39133,                0.44835,                0.27047,                 1.2258,                0.89685,                 1.0328,              0.0077428,              0.0077428,              0.0077428
                    231,                 1.3186,                 1.0104,                 1.0668,                0.71909,                0.38923,                0.44836,                0.27055,                  1.226,                0.89694,                 1.0329,              0.0077329,              0.0077329,              0.0077329
                    232,                 1.3178,                 1.0116,                 1.0677,                 0.7171,                0.38993,                0.44828,                0.27042,                 1.2259,                0.89686,                 1.0329,               0.007723,               0.007723,               0.007723
                    233,                 1.3154,                 1.0076,                 1.0659,                0.71856,                 0.3937,                0.44891,                0.27087,                 1.2262,                0.89674,                 1.0328,              0.0077131,              0.0077131,              0.0077131
                    234,                 1.3155,                 1.0089,                 1.0674,                0.71544,                0.39499,                0.44857,                0.27066,                 1.2261,                0.89683,                 1.0329,              0.0077032,              0.0077032,              0.0077032
                    235,                 1.3174,                 1.0075,                 1.0661,                0.72077,                0.39368,                 0.4488,                0.27096,                 1.2261,                0.89666,                  1.033,              0.0076933,              0.0076933,              0.0076933
                    236,                 1.3189,                 1.0097,                 1.0673,                 0.7186,                0.39411,                0.44852,                0.27075,                  1.226,                0.89657,                  1.033,              0.0076834,              0.0076834,              0.0076834
                    237,                 1.3172,                 1.0091,                  1.066,                0.71464,                0.39711,                0.44847,                0.27071,                 1.2257,                0.89627,                 1.0329,              0.0076735,              0.0076735,              0.0076735
                    238,                 1.3181,                 1.0076,                  1.066,                0.71476,                0.39628,                0.44853,                0.27062,                 1.2257,                0.89636,                 1.0329,              0.0076636,              0.0076636,              0.0076636
                    239,                 1.3147,                 1.0074,                 1.0655,                0.71255,                0.39835,                 0.4483,                0.27038,                 1.2256,                 0.8964,                 1.0328,              0.0076537,              0.0076537,              0.0076537
                    240,                 1.3159,                 1.0071,                 1.0656,                0.71081,                0.39835,                0.44812,                0.27036,                 1.2259,                0.89649,                  1.033,              0.0076438,              0.0076438,              0.0076438
                    241,                 1.3145,                 1.0049,                 1.0647,                0.70953,                 0.4001,                0.44818,                0.27027,                  1.226,                0.89634,                  1.033,              0.0076339,              0.0076339,              0.0076339
                    242,                 1.3181,                  1.009,                 1.0656,                 0.7102,                0.40057,                0.44875,                0.27056,                 1.2259,                 0.8958,                 1.0328,               0.007624,               0.007624,               0.007624
                    243,                 1.3142,                 1.0035,                  1.065,                0.71166,                0.40035,                 0.4492,                0.27036,                 1.2256,                0.89577,                 1.0328,              0.0076141,              0.0076141,              0.0076141
                    244,                 1.3154,                 1.0063,                 1.0643,                0.71224,                 0.3998,                 0.4489,                0.27024,                 1.2258,                0.89583,                 1.0328,              0.0076042,              0.0076042,              0.0076042
                    245,                 1.3145,                 1.0056,                 1.0642,                0.70504,                0.39694,                0.44755,                0.26942,                 1.2257,                0.89572,                 1.0326,              0.0075943,              0.0075943,              0.0075943
                    246,                 1.3156,                 1.0039,                 1.0645,                0.70249,                0.39701,                 0.4478,                0.26951,                 1.2258,                0.89557,                 1.0325,              0.0075844,              0.0075844,              0.0075844
                    247,                 1.3139,                 1.0033,                 1.0637,                0.70358,                0.39604,                0.44712,                0.26959,                 1.2258,                0.89544,                 1.0325,              0.0075745,              0.0075745,              0.0075745
                    248,                 1.3157,                 1.0054,                 1.0652,                 0.6883,                0.39724,                 0.4474,                0.26935,                 1.2257,                0.89555,                 1.0325,              0.0075646,              0.0075646,              0.0075646
                    249,                 1.3181,                 1.0079,                 1.0649,                0.68771,                0.39832,                0.44751,                 0.2693,                 1.2259,                0.89525,                 1.0325,              0.0075547,              0.0075547,              0.0075547
                    250,                 1.3135,                 1.0056,                 1.0636,                0.68805,                0.39758,                0.44738,                0.26928,                 1.2259,                0.89508,                 1.0325,              0.0075448,              0.0075448,              0.0075448
                    251,                 1.3157,                 1.0055,                 1.0638,                0.69415,                0.39473,                 0.4477,                0.26968,                 1.2258,                0.89517,                 1.0325,              0.0075349,              0.0075349,              0.0075349
                    252,                 1.3122,                 1.0046,                 1.0647,                0.70488,                0.39731,                0.44789,                0.26996,                 1.2257,                0.89512,                 1.0324,               0.007525,               0.007525,               0.007525
                    253,                 1.3147,                 1.0048,                 1.0637,                0.70519,                0.39802,                0.44864,                0.27042,                 1.2256,                0.89508,                 1.0323,              0.0075151,              0.0075151,              0.0075151
                    254,                  1.316,                 1.0054,                 1.0633,                0.70676,                0.39724,                0.44794,                0.27032,                 1.2254,                  0.895,                 1.0322,              0.0075052,              0.0075052,              0.0075052
                    255,                 1.3137,                 1.0046,                 1.0634,                0.70585,                0.39833,                0.44743,                0.27028,                 1.2252,                0.89487,                 1.0322,              0.0074953,              0.0074953,              0.0074953
                    256,                 1.3149,                 1.0048,                 1.0649,                0.70559,                0.39904,                 0.4473,                0.27006,                 1.2252,                 0.8946,                 1.0321,              0.0074854,              0.0074854,              0.0074854
                    257,                 1.3139,                 1.0046,                 1.0629,                0.70552,                0.39936,                 0.4479,                 0.2705,                 1.2255,                0.89472,                 1.0322,              0.0074755,              0.0074755,              0.0074755
                    258,                 1.3123,                 1.0056,                 1.0636,                0.70794,                0.39713,                0.44864,                0.27085,                 1.2253,                0.89449,                 1.0321,              0.0074656,              0.0074656,              0.0074656
                    259,                 1.3154,                 1.0023,                 1.0632,                0.71117,                0.39483,                0.44797,                0.27049,                 1.2254,                0.89435,                  1.032,              0.0074557,              0.0074557,              0.0074557
                    260,                 1.3142,                 1.0031,                  1.064,                0.70592,                0.39593,                0.44825,                0.27041,                 1.2253,                0.89415,                  1.032,              0.0074458,              0.0074458,              0.0074458
                    261,                 1.3119,                 1.0031,                 1.0639,                0.70745,                0.39419,                0.44842,                0.27077,                 1.2253,                0.89418,                  1.032,              0.0074359,              0.0074359,              0.0074359
                    262,                 1.3116,                 1.0028,                 1.0637,                0.70688,                0.39412,                0.44915,                0.27128,                  1.225,                0.89384,                  1.032,               0.007426,               0.007426,               0.007426
                    263,                 1.3158,                 1.0058,                 1.0649,                0.71508,                0.39078,                0.44937,                0.27133,                 1.2251,                0.89375,                  1.032,              0.0074161,              0.0074161,              0.0074161
                    264,                 1.3157,                  1.003,                 1.0636,                0.71263,                0.39251,                0.44922,                0.27128,                  1.225,                 0.8937,                 1.0319,              0.0074062,              0.0074062,              0.0074062
                    265,                 1.3125,                 1.0008,                 1.0613,                0.71134,                0.39295,                0.44902,                0.27117,                  1.225,                0.89363,                 1.0318,              0.0073963,              0.0073963,              0.0073963
                    266,                 1.3133,                 1.0021,                  1.062,                0.70761,                0.39417,                0.44911,                0.27132,                  1.225,                0.89348,                 1.0317,              0.0073864,              0.0073864,              0.0073864
                    267,                 1.3121,                 1.0004,                 1.0625,                0.70685,                0.39463,                0.44901,                0.27124,                 1.2249,                 0.8932,                 1.0318,              0.0073765,              0.0073765,              0.0073765
                    268,                 1.3115,                 1.0018,                 1.0631,                0.70716,                0.39373,                0.44888,                 0.2715,                 1.2248,                0.89321,                 1.0317,              0.0073666,              0.0073666,              0.0073666
                    269,                 1.3146,                 1.0022,                 1.0638,                0.70786,                0.39385,                0.44898,                0.27169,                 1.2249,                0.89314,                 1.0317,              0.0073567,              0.0073567,              0.0073567
                    270,                 1.3124,                0.99999,                 1.0617,                0.70394,                0.39625,                0.44951,                0.27148,                 1.2246,                0.89311,                 1.0315,              0.0073468,              0.0073468,              0.0073468
                    271,                 1.3128,                 1.0007,                 1.0635,                0.70631,                0.39514,                0.44978,                0.27125,                 1.2244,                 0.8929,                 1.0315,              0.0073369,              0.0073369,              0.0073369
                    272,                  1.312,                 1.0029,                 1.0627,                0.71139,                0.39189,                0.44938,                0.27124,                 1.2244,                0.89305,                 1.0314,               0.007327,               0.007327,               0.007327
                    273,                 1.3121,                 1.0011,                 1.0633,                 0.7042,                0.39397,                0.44857,                0.27061,                 1.2244,                0.89277,                 1.0313,              0.0073171,              0.0073171,              0.0073171
                    274,                  1.311,                0.99966,                 1.0629,                0.70791,                0.39252,                0.44837,                0.27056,                 1.2244,                0.89269,                 1.0314,              0.0073072,              0.0073072,              0.0073072
                    275,                 1.3118,                0.99971,                 1.0618,                0.71302,                0.38914,                0.44909,                0.27163,                 1.2246,                0.89276,                 1.0315,              0.0072973,              0.0072973,              0.0072973
                    276,                 1.3115,                 1.0012,                 1.0628,                 0.7057,                0.39348,                0.44839,                0.27079,                 1.2247,                0.89282,                 1.0316,              0.0072874,              0.0072874,              0.0072874
                    277,                 1.3111,                0.99975,                 1.0634,                0.71457,                0.38892,                0.44874,                0.27094,                 1.2247,                0.89327,                 1.0316,              0.0072775,              0.0072775,              0.0072775
                    278,                 1.3108,                0.99957,                 1.0624,                0.71336,                0.39019,                 0.4487,                0.27106,                 1.2248,                0.89308,                 1.0317,              0.0072676,              0.0072676,              0.0072676
                    279,                 1.3102,                0.99872,                 1.0627,                0.71331,                0.38955,                0.44852,                0.27138,                 1.2248,                0.89277,                 1.0316,              0.0072577,              0.0072577,              0.0072577
                    280,                 1.3088,                0.99746,                 1.0622,                0.71369,                0.39105,                0.44934,                0.27162,                 1.2246,                0.89254,                 1.0316,              0.0072478,              0.0072478,              0.0072478
                    281,                 1.3085,                0.99857,                 1.0629,                0.71456,                0.39011,                0.44883,                0.27181,                 1.2245,                0.89239,                 1.0316,              0.0072379,              0.0072379,              0.0072379
                    282,                 1.3138,                 1.0004,                  1.063,                0.71751,                 0.3887,                0.44916,                0.27196,                 1.2243,                0.89224,                 1.0315,               0.007228,               0.007228,               0.007228
                    283,                 1.3109,                 1.0008,                 1.0621,                0.71441,                0.39014,                0.44932,                0.27197,                 1.2241,                0.89209,                 1.0314,              0.0072181,              0.0072181,              0.0072181
                    284,                 1.3073,                0.99943,                 1.0624,                0.71436,                 0.3903,                0.44868,                0.27144,                  1.224,                 0.8919,                 1.0313,              0.0072082,              0.0072082,              0.0072082
                    285,                 1.3089,                0.99739,                 1.0612,                0.71454,                0.39082,                 0.4488,                0.27114,                 1.2239,                0.89146,                 1.0311,              0.0071983,              0.0071983,              0.0071983
                    286,                 1.3083,                0.99891,                 1.0618,                0.71529,                0.39047,                0.44934,                0.27134,                 1.2239,                0.89135,                 1.0311,              0.0071884,              0.0071884,              0.0071884
                    287,                 1.3119,                 1.0001,                 1.0635,                0.71457,                0.39102,                0.44916,                0.27142,                  1.224,                0.89133,                 1.0311,              0.0071785,              0.0071785,              0.0071785
                    288,                 1.3097,                0.99706,                 1.0603,                0.71386,                 0.3928,                0.44855,                0.27114,                  1.224,                 0.8912,                 1.0309,              0.0071686,              0.0071686,              0.0071686
                    289,                 1.3097,                0.99649,                 1.0616,                0.70973,                0.39479,                0.44883,                0.27164,                 1.2239,                 0.8914,                 1.0308,              0.0071587,              0.0071587,              0.0071587
                    290,                  1.308,                0.99567,                 1.0611,                 0.7138,                 0.3924,                0.44943,                 0.2719,                 1.2238,                0.89111,                 1.0308,              0.0071488,              0.0071488,              0.0071488
                    291,                 1.3081,                0.99704,                 1.0604,                0.71106,                0.39506,                0.44914,                0.27173,                 1.2236,                0.89121,                 1.0307,              0.0071389,              0.0071389,              0.0071389
                    292,                 1.3078,                 0.9986,                 1.0601,                0.71223,                0.39337,                0.44831,                0.27133,                 1.2236,                0.89102,                 1.0307,               0.007129,               0.007129,               0.007129
                    293,                 1.3068,                0.99644,                 1.0618,                0.71102,                0.39271,                 0.4484,                0.27155,                 1.2237,                0.89116,                 1.0306,              0.0071191,              0.0071191,              0.0071191
                    294,                  1.307,                0.99387,                 1.0615,                0.71025,                 0.3939,                0.44891,                0.27166,                 1.2235,                0.89093,                 1.0305,              0.0071092,              0.0071092,              0.0071092
                    295,                 1.3089,                0.99608,                 1.0607,                0.70685,                0.39631,                0.44893,                0.27185,                 1.2235,                0.89091,                 1.0304,              0.0070993,              0.0070993,              0.0070993
                    296,                  1.307,                0.99567,                 1.0601,                0.70326,                0.39647,                0.44885,                0.27133,                 1.2236,                0.89105,                 1.0305,              0.0070894,              0.0070894,              0.0070894
                    297,                 1.3073,                0.99589,                 1.0613,                  0.708,                0.39542,                  0.449,                0.27115,                 1.2236,                0.89087,                 1.0304,              0.0070795,              0.0070795,              0.0070795
                    298,                 1.3082,                0.99747,                 1.0616,                0.71009,                0.39199,                0.44882,                0.27157,                 1.2236,                0.89096,                 1.0305,              0.0070696,              0.0070696,              0.0070696
                    299,                 1.3086,                0.99652,                 1.0608,                 0.7094,                0.39188,                 0.4484,                0.27119,                 1.2238,                0.89067,                 1.0306,              0.0070597,              0.0070597,              0.0070597
                    300,                 1.3055,                0.99268,                 1.0603,                0.71111,                0.39194,                0.44884,                0.27133,                 1.2237,                0.89069,                 1.0305,              0.0070498,              0.0070498,              0.0070498
                    301,                 1.3076,                0.99598,                  1.062,                0.70688,                0.39349,                0.44894,                0.27144,                 1.2235,                0.89081,                 1.0304,              0.0070399,              0.0070399,              0.0070399
                    302,                 1.3087,                0.99538,                 1.0615,                0.70964,                0.39265,                0.44935,                0.27165,                 1.2233,                0.89067,                 1.0305,                0.00703,                0.00703,                0.00703
